"IEA.country.name","Flow","Product","2000"
"South Africa","Total energy supply; Total final consumption; Final consumption not elsewhere specified","Gas/diesel oil excl. biofuels",0.44345
"South Africa","Total energy supply; Total final consumption; Final consumption not elsewhere specified","Other kerosene",0.0921881280986199
"Ghana","Economy-wide","Charcoal",0.106971485215152
"Ghana","Economy-wide","Electricity",0.19169482797487
"Ghana","Economy-wide","Fuel oil",0.44345
"Ghana","Economy-wide","Gas/diesel oil excl. biofuels",0.318223067081888
"Ghana","Economy-wide","Liquefied petroleum gases (LPG)",0.0517244557303636
"Ghana","Economy-wide","Motor gasoline excl. biofuels",0.17311104587129
"Ghana","Economy-wide","Other kerosene",0.0921881280986199
"Ghana","Economy-wide","Primary solid biofuels",0.278793291058741
"Ghana","Economy-wide","Refinery gas",0.104278847344105
"South Africa","Economy-wide","Blast furnace gas",0.257267170274671
"South Africa","Economy-wide","Charcoal",0.106971485215152
"South Africa","Economy-wide","Coke oven coke",0.257267170274671
"South Africa","Economy-wide","Coke oven gas",0.257267170274671
"South Africa","Economy-wide","Electricity",0.265536900502136
"South Africa","Economy-wide","Fuel oil",0.412542804886087
"South Africa","Economy-wide","Gas works gas",0.264005070629683
"South Africa","Economy-wide","Gas/diesel oil excl. biofuels",0.283235606589327
"South Africa","Economy-wide","Kerosene type jet fuel excl. biofuels",0.205492036881811
"South Africa","Economy-wide","Liquefied petroleum gases (LPG)",0.0534885979955833
"South Africa","Economy-wide","Motor gasoline excl. biofuels",0.17947373756722
"South Africa","Economy-wide","Other bituminous coal",0.20564495794498
"South Africa","Economy-wide","Other kerosene",0.10826513290387
"South Africa","Economy-wide","Primary solid biofuels",0.243789249293466
"South Africa","Economy-wide","Refinery gas",0.104278847344105
