"Country","Method","Energy.type","IEAMW","Chopped.mat","Chopped.var","Product.aggregation","Industry.aggregation","GrossNet","Sector","var","1971","2000"
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Residential","eta_fu",0.107447596720839,0.128869692234519
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Road","Final",241670.14147,531375.363036
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Road","Useful",40416.692614541,102293.232968165
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Road","eta_fu",0.167239082034295,0.1925065407318
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Textile and leather","Final",61.1985,1370.448
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Textile and leather","Useful",16.7568563844374,470.597021983209
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Textile and leather","eta_fu",0.273811553950462,0.343389185130125
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Transport not elsewhere specified","Final",2167.2,6942.4012
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Transport not elsewhere specified","Useful",705.993493333333,4082.50132871547
"Africa","PCM","X","IEA","None","None","Specified","Specified","Gross","Transport not elsewhere specified","eta_fu",0.325762962962963,0.588053212585217
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Agriculture/forestry","Final",39257.014854,68023.347583
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Agriculture/forestry","Useful",8993.94221431884,22109.9263170392
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Agriculture/forestry","eta_fu",0.229104078539034,0.32503437573491
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Chemical and petrochemical","Final",29037.32,54829.2608
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Chemical and petrochemical","Useful",1449.09041157243,21662.0736658621
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Chemical and petrochemical","eta_fu",0.0499044130647191,0.395082358393971
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Commercial and public services","Final",39930.73004,100507.371977
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Commercial and public services","Useful",4151.41726061941,16251.0836161473
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Commercial and public services","eta_fu",0.103965473620462,0.161690464057365
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Construction","Final",2966.4,10817.0156
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Construction","Useful",1172.28973714146,4435.44824637402
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Construction","eta_fu",0.395189366619962,0.410043621123559
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Domestic aviation","Final",7611.436,27254.402
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Domestic aviation","Useful",1250.82248471911,5283.54960469405
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Domestic aviation","eta_fu",0.164334625518641,0.193860412152652
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Domestic navigation","Final",544.20188,1331.042954
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Domestic navigation","Useful",148.743899787708,402.427835614781
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Domestic navigation","eta_fu",0.273324854716981,0.302340232075472
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Final consumption not elsewhere specified","Final",32317.208,79377.7544
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Final consumption not elsewhere specified","Useful",3236.36156576437,9970.66024061514
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Final consumption not elsewhere specified","eta_fu",0.100143600454729,0.125610258390166
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Food and tobacco","Final",6022.8,3471.336
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Food and tobacco","Useful",1527.87912757953,1006.64088929658
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Food and tobacco","eta_fu",0.253682527658154,0.289986589974747
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Industry not elsewhere specified","Final",169514.375383,436820.74581
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Industry not elsewhere specified","Useful",46173.5058839325,133165.287556051
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Industry not elsewhere specified","eta_fu",0.272386962932249,0.304851106165121
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Iron and steel","Final",194795.0838,193032.2159
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Iron and steel","Useful",33105.3239860955,47088.1205364471
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Iron and steel","eta_fu",0.169949484043886,0.243939180394847
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Machinery","Final",1644.552,929.304
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Machinery","Useful",107.737600342209,121.656741643739
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Machinery","eta_fu",0.065511823488834,0.130911673299307
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Mining and quarrying","Final",89440.0137,132754.0542
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Mining and quarrying","Useful",18012.890885452,46561.9303296175
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Mining and quarrying","eta_fu",0.201396334149399,0.350738292779141
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-energy use in chemical/petrochemical","Final",33194.2816,234534.7732
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-energy use in chemical/petrochemical","Useful",31.31536,221.25922
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-energy use in chemical/petrochemical","eta_fu",0.000943396226415094,0.000943396226415094
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-energy use industry/transformation/energy","Final",8477.9979,18315.360998
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-energy use industry/transformation/energy","Useful",8.4779979,18.0722273
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-energy use industry/transformation/energy","eta_fu",0.001,0.000986725148468188
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-ferrous metals","Final",83106.2537,56248.416
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-ferrous metals","Useful",2071.2622153532,14966.544402179
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-ferrous metals","eta_fu",0.0249230608183846,0.266079393278897
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-metallic minerals","Final",53178.2004,45185.2226
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-metallic minerals","Useful",6102.6017072353,10549.8267642606
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Non-metallic minerals","eta_fu",0.1147575822674,0.233479579322923
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Paper, pulp and printing","Final",1778.4,8155.512
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Paper, pulp and printing","Useful",650.301054995898,2899.86256545769
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Paper, pulp and printing","eta_fu",0.365666360209119,0.355570878377433
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Rail","Final",156560.792328,22105.702778
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Rail","Useful",11588.80415456,10644.3799318333
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Rail","eta_fu",0.0740211133466997,0.481521896803336
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Residential","Final",395817.013305,606313.006307
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Residential","Useful",42529.5868208424,78135.3705205694
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Residential","eta_fu",0.107447596720839,0.128869692234519
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Road","Final",241670.14147,531375.363036
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Road","Useful",40416.692614541,102293.232968165
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Road","eta_fu",0.167239082034295,0.1925065407318
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Textile and leather","Final",61.1985,1370.448
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Textile and leather","Useful",16.7568563844374,470.597021983209
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Textile and leather","eta_fu",0.273811553950462,0.343389185130125
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Transport not elsewhere specified","Final",2167.2,6942.4012
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Transport not elsewhere specified","Useful",705.993493333333,4082.50132871547
"Africa","PCM","X","IEA","None","None","Specified","Specified","Net","Transport not elsewhere specified","eta_fu",0.325762962962963,0.588053212585217
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Agriculture/forestry","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Agriculture/forestry","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Agriculture/forestry","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Industry not elsewhere specified","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Industry not elsewhere specified","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Industry not elsewhere specified","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Transport not elsewhere specified","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Transport not elsewhere specified","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Gross","Transport not elsewhere specified","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Agriculture/forestry","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Agriculture/forestry","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Agriculture/forestry","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Industry not elsewhere specified","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Industry not elsewhere specified","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Industry not elsewhere specified","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Transport not elsewhere specified","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Transport not elsewhere specified","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Despecified","Despecified","Net","Transport not elsewhere specified","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Agriculture, forestry, and fishing","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Agriculture, forestry, and fishing","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Agriculture, forestry, and fishing","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Industry","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Industry","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Industry","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Transport","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Transport","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Gross","Transport","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Agriculture, forestry, and fishing","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Agriculture, forestry, and fishing","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Agriculture, forestry, and fishing","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Industry","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Industry","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Industry","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Transport","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Transport","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Despecified","Grouped","Net","Transport","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Agriculture/forestry","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Agriculture/forestry","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Agriculture/forestry","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Industry not elsewhere specified","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Industry not elsewhere specified","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Industry not elsewhere specified","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Transport not elsewhere specified","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Transport not elsewhere specified","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Gross","Transport not elsewhere specified","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Agriculture/forestry","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Agriculture/forestry","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Agriculture/forestry","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Industry not elsewhere specified","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Industry not elsewhere specified","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Industry not elsewhere specified","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Transport not elsewhere specified","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Transport not elsewhere specified","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Grouped","Despecified","Net","Transport not elsewhere specified","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Agriculture, forestry, and fishing","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Agriculture, forestry, and fishing","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Agriculture, forestry, and fishing","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Industry","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Industry","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Industry","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Transport","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Transport","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Gross","Transport","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Agriculture, forestry, and fishing","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Agriculture, forestry, and fishing","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Agriculture, forestry, and fishing","eta_fu",0.0567037719077824,0.0582576066500603
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Industry","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Industry","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Industry","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Transport","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Transport","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Grouped","Grouped","Net","Transport","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Agriculture/forestry","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Agriculture/forestry","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Agriculture/forestry","eta_fu",0.0567037719077824,0.0582576066500602
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Industry not elsewhere specified","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Industry not elsewhere specified","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Industry not elsewhere specified","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Transport not elsewhere specified","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Transport not elsewhere specified","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Specified","Specified","Gross","Transport not elsewhere specified","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Agriculture/forestry","Final",34713.4792394237,35790.0204867438
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Agriculture/forestry","Useful",1968.38520891782,2085.04093551432
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Agriculture/forestry","eta_fu",0.0567037719077824,0.0582576066500602
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Commercial and public services","Final",10742.0827633887,13761.470899147
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Commercial and public services","Useful",1161.00092350938,1302.75305558229
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Commercial and public services","eta_fu",0.108079685204653,0.0946667013380843
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Industry not elsewhere specified","Final",14158.2983804444,19365.597857066
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Industry not elsewhere specified","Useful",1557.96656505281,1830.59508248221
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Industry not elsewhere specified","eta_fu",0.110039110858455,0.0945281987157591
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Transport not elsewhere specified","Final",16322.9399504311,8303.23300378983
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Transport not elsewhere specified","Useful",383.269783879591,210.646720483406
"Africa","PCM","X","MW","None","None","Specified","Specified","Net","Transport not elsewhere specified","eta_fu",0.0234804382693002,0.025369241160312
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Fishing","Final",NA,6026.205152
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Fishing","Useful",NA,733.3777968
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Fishing","eta_fu",NA,0.121698113207547
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Gas-to-liquids (GTL) plants","Final",NA,0
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Gas-to-liquids (GTL) plants","Useful",NA,0
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Gas-to-liquids (GTL) plants","eta_fu",NA,NA
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Natural gas extraction","Final",NA,2.14926359802671
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Natural gas extraction","Useful",NA,0.486445866927751
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Natural gas extraction","eta_fu",NA,0.226331412942725
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Nuclear industry","Final",NA,0
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Nuclear industry","Useful",NA,0
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Nuclear industry","eta_fu",NA,NA
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Oil extraction","Final",NA,1.45073640197329
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Oil extraction","Useful",NA,0.328347219666059
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Oil extraction","eta_fu",NA,0.226331412942725
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Pipeline transport","Final",NA,223.2
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Pipeline transport","Useful",NA,177.7602
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Pipeline transport","eta_fu",NA,0.796416666666667
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Transport equipment","Final",NA,592.848
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Transport equipment","Useful",NA,103.208063213535
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Transport equipment","eta_fu",NA,0.174088574497231
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Wood and wood products","Final",NA,1546.848
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Wood and wood products","Useful",NA,497.692340164526
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Gross","Wood and wood products","eta_fu",NA,0.321746118664876
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Fishing","Final",NA,6026.205152
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Fishing","Useful",NA,733.3777968
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Fishing","eta_fu",NA,0.121698113207547
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Pipeline transport","Final",NA,223.2
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Pipeline transport","Useful",NA,177.7602
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Pipeline transport","eta_fu",NA,0.796416666666667
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Transport equipment","Final",NA,592.848
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Transport equipment","Useful",NA,103.208063213535
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Transport equipment","eta_fu",NA,0.174088574497231
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Wood and wood products","Final",NA,1546.848
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Wood and wood products","Useful",NA,497.692340164526
"Africa","PCM","X","Both","None","None","Despecified","Despecified","Net","Wood and wood products","eta_fu",NA,0.321746118664876
"Africa","PCM","X","Both","None","None","Grouped","Despecified","Gross","Fishing","Final",NA,6026.205152
"Africa","PCM","X","Both","None","None","Grouped","Despecified","Gross","Fishing","Useful",NA,733.3777968
"Africa","PCM","X","Both","None","None","Grouped","Despecified","Gross","Fishing","eta_fu",NA,0.121698113207547
"Africa","PCM","X","Both","None","None","Grouped","Despecified","Gross","Gas-to-liquids (GTL) plants","Final",NA,0
"Africa","PCM","X","Both","None","None","Grouped","Despecified","Gross","Gas-to-liquids (GTL) plants","Useful",NA,0
"Africa","PCM","X","Both","None","None","Grouped","Despecified","Gross","Gas-to-liquids (GTL) plants","eta_fu",NA,NA
