"Country","Method","Energy.type","IEAMW","Chopped.mat","Chopped.var","Product.aggregation","Industry.aggregation","GrossNet","Sector","var","1971","2000"
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","Transport","Final",424876.711628431,597535.34497179
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","Transport","Useful",54494.3264308208,123094.498589506
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","Transport","eta_fu",0.128259151276989,0.206003711119912
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Agriculture, forestry, and fishing","Final",73970.4940934237,109839.573221744
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Agriculture, forestry, and fishing","Useful",10962.3274232367,24928.3450493535
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Agriculture, forestry, and fishing","eta_fu",0.148198650794348,0.22695231161385
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Commercial and public services","Final",50672.8128033887,114268.842876147
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Commercial and public services","Useful",5312.41818412879,17553.8366717296
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Commercial and public services","eta_fu",0.104837641532572,0.153618748819884
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Final consumption not elsewhere specified","Final",32317.208,79377.7544
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Final consumption not elsewhere specified","Useful",3236.36156576437,9970.66024061514
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Final consumption not elsewhere specified","eta_fu",0.100143600454729,0.125610258390166
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Industry","Final",645702.895863444,965118.824767066
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Industry","Useful",111947.606031137,285359.484205033
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Industry","eta_fu",0.173373244487992,0.295672902529806
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Non-energy use","Final",41672.2795,252850.134198
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Non-energy use","Useful",39.7933579,239.3314473
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Non-energy use","eta_fu",0.000954911955320323,0.000946534784563674
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Residential","Final",395817.013305,606313.006307
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Residential","Useful",42529.5868208424,78135.3705205694
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Residential","eta_fu",0.107447596720839,0.12886969223452
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Transport","Final",424876.711628431,597535.34497179
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Transport","Useful",54494.3264308208,123094.498589506
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","Transport","eta_fu",0.128259151276989,0.206003711119912
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Agriculture/forestry","Final",73970.4940934237,103813.368069744
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Agriculture/forestry","Useful",10962.3274232367,24194.9672525535
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Agriculture/forestry","eta_fu",0.148198650794348,0.233062154734243
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Blast furnaces","Final",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Blast furnaces","Useful",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Blast furnaces","eta_fu",NA,NA
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Charcoal production plants","Final",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Charcoal production plants","Useful",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Charcoal production plants","eta_fu",NA,NA
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Chemical and petrochemical","Final",29037.32,54829.2608
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Chemical and petrochemical","Useful",1449.09041157243,21662.0736658621
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Chemical and petrochemical","eta_fu",0.0499044130647191,0.395082358393971
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coal liquefaction plants","Final",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coal liquefaction plants","Useful",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coal liquefaction plants","eta_fu",NA,NA
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coal mines","Final",2192.4,9939.6
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coal mines","Useful",164.546349119788,804.701447298596
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coal mines","eta_fu",0.0750530692938277,0.080959137922914
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coke ovens","Final",0,3.6
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coke ovens","Useful",0,0.81479308659381
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Coke ovens","eta_fu",NA,0.226331412942725
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Commercial and public services","Final",50672.8128033887,114268.842876147
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Commercial and public services","Useful",5312.41818412879,17553.8366717296
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Commercial and public services","eta_fu",0.104837641532572,0.153618748819884
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Construction","Final",2966.4,10817.0156
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Construction","Useful",1172.28973714146,4435.44824637402
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Construction","eta_fu",0.395189366619962,0.410043621123559
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Domestic aviation","Final",7611.436,27254.402
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Domestic aviation","Useful",1250.82248471911,5283.54960469405
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Domestic aviation","eta_fu",0.164334625518641,0.193860412152652
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Domestic navigation","Final",544.20188,1331.042954
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Domestic navigation","Useful",148.743899787708,402.427835614781
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Domestic navigation","eta_fu",0.273324854716981,0.302340232075472
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Final consumption not elsewhere specified","Final",32317.208,79377.7544
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Final consumption not elsewhere specified","Useful",3236.36156576437,9970.66024061514
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Final consumption not elsewhere specified","eta_fu",0.100143600454729,0.125610258390166
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Food and tobacco","Final",6022.8,3471.336
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Food and tobacco","Useful",1527.87912757953,1006.64088929658
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Food and tobacco","eta_fu",0.253682527658154,0.289986589974747
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Gas works","Final",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Gas works","Useful",0,0
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Gas works","eta_fu",NA,NA
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Industry not elsewhere specified","Final",183672.673763444,456186.343667066
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Industry not elsewhere specified","Useful",47731.4724489853,134995.882638534
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Industry not elsewhere specified","eta_fu",0.259872475698043,0.295922673952416
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Iron and steel","Final",194795.0838,193032.2159
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Iron and steel","Useful",33105.3239860955,47088.1205364471
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Iron and steel","eta_fu",0.169949484043886,0.243939180394847
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Machinery","Final",1644.552,929.304
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Machinery","Useful",107.737600342209,121.656741643739
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Machinery","eta_fu",0.065511823488834,0.130911673299307
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Main activity producer electricity plants","Final",12891.602,46547.9992
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Main activity producer electricity plants","Useful",2622.10795668634,10535.2744285928
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Main activity producer electricity plants","eta_fu",0.203396595449219,0.226331412942725
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Mining and quarrying","Final",89440.0137,132754.0542
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Mining and quarrying","Useful",18012.890885452,46561.9303296175
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Mining and quarrying","eta_fu",0.201396334149399,0.350738292779141
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-energy use in chemical/petrochemical","Final",33194.2816,234534.7732
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-energy use in chemical/petrochemical","Useful",31.31536,221.25922
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-energy use in chemical/petrochemical","eta_fu",0.000943396226415094,0.000943396226415094
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-energy use industry/transformation/energy","Final",8477.9979,18315.360998
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-energy use industry/transformation/energy","Useful",8.4779979,18.0722273
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-energy use industry/transformation/energy","eta_fu",0.001,0.000986725148468188
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-ferrous metals","Final",83106.2537,56248.416
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-ferrous metals","Useful",2071.2622153532,14966.544402179
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-ferrous metals","eta_fu",0.0249230608183846,0.266079393278897
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-metallic minerals","Final",53178.2004,45185.2226
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-metallic minerals","Useful",6102.6017072353,10549.8267642606
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Non-metallic minerals","eta_fu",0.1147575822674,0.233479579322923
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Oil refineries","Final",26588.054752,94989.4070639999
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Oil refineries","Useful",11842.6773422801,24151.1793080746
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Oil refineries","eta_fu",0.445413455506342,0.254251290270741
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Paper, pulp and printing","Final",1778.4,8155.512
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Paper, pulp and printing","Useful",650.301054995898,2899.86256545769
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Paper, pulp and printing","eta_fu",0.365666360209119,0.355570878377433
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Rail","Final",156560.792328,22105.702778
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Rail","Useful",11588.80415456,10644.3799318333
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Rail","eta_fu",0.0740211133466997,0.481521896803336
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Residential","Final",395817.013305,606313.006307
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Residential","Useful",42529.5868208424,78135.3705205694
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Residential","eta_fu",0.107447596720838,0.128869692234519
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Road","Final",241670.14147,531375.363036
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Road","Useful",40416.692614541,102293.232968165
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Road","eta_fu",0.167239082034295,0.1925065407318
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Textile and leather","Final",61.1985,1370.448
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Textile and leather","Useful",16.7568563844374,470.597021983209
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Textile and leather","eta_fu",0.273811553950462,0.343389185130125
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Transport not elsewhere specified","Final",18490.1399504311,15245.6342037898
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Transport not elsewhere specified","Useful",1089.26327721292,4293.14804919887
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","Transport not elsewhere specified","eta_fu",0.0589104939244944,0.281598521374182
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Agriculture/forestry","Final",73970.4940934237,103813.368069744
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Agriculture/forestry","Useful",10962.3274232367,24194.9672525535
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Agriculture/forestry","eta_fu",0.148198650794348,0.233062154734243
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Chemical and petrochemical","Final",29037.32,54829.2608
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Chemical and petrochemical","Useful",1449.09041157243,21662.0736658621
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Chemical and petrochemical","eta_fu",0.0499044130647191,0.395082358393971
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Commercial and public services","Final",50672.8128033887,114268.842876147
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Commercial and public services","Useful",5312.41818412879,17553.8366717296
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Commercial and public services","eta_fu",0.104837641532572,0.153618748819884
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Construction","Final",2966.4,10817.0156
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Construction","Useful",1172.28973714146,4435.44824637402
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Construction","eta_fu",0.395189366619962,0.410043621123559
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Domestic aviation","Final",7611.436,27254.402
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Domestic aviation","Useful",1250.82248471911,5283.54960469405
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Domestic aviation","eta_fu",0.164334625518641,0.193860412152652
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Domestic navigation","Final",544.20188,1331.042954
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Domestic navigation","Useful",148.743899787708,402.427835614781
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Domestic navigation","eta_fu",0.273324854716981,0.302340232075472
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Final consumption not elsewhere specified","Final",32317.208,79377.7544
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Final consumption not elsewhere specified","Useful",3236.36156576437,9970.66024061514
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Final consumption not elsewhere specified","eta_fu",0.100143600454729,0.125610258390166
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Food and tobacco","Final",6022.8,3471.336
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Food and tobacco","Useful",1527.87912757953,1006.64088929658
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Food and tobacco","eta_fu",0.253682527658154,0.289986589974747
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Industry not elsewhere specified","Final",183672.673763444,456186.343667066
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Industry not elsewhere specified","Useful",47731.4724489853,134995.882638534
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Industry not elsewhere specified","eta_fu",0.259872475698043,0.295922673952416
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Iron and steel","Final",194795.0838,193032.2159
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Iron and steel","Useful",33105.3239860955,47088.1205364471
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Iron and steel","eta_fu",0.169949484043886,0.243939180394847
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Machinery","Final",1644.552,929.304
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Machinery","Useful",107.737600342209,121.656741643739
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Machinery","eta_fu",0.065511823488834,0.130911673299307
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Mining and quarrying","Final",89440.0137,132754.0542
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Mining and quarrying","Useful",18012.890885452,46561.9303296175
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Mining and quarrying","eta_fu",0.201396334149399,0.350738292779141
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-energy use in chemical/petrochemical","Final",33194.2816,234534.7732
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-energy use in chemical/petrochemical","Useful",31.31536,221.25922
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-energy use in chemical/petrochemical","eta_fu",0.000943396226415094,0.000943396226415094
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-energy use industry/transformation/energy","Final",8477.9979,18315.360998
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-energy use industry/transformation/energy","Useful",8.4779979,18.0722273
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-energy use industry/transformation/energy","eta_fu",0.001,0.000986725148468188
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-ferrous metals","Final",83106.2537,56248.416
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-ferrous metals","Useful",2071.2622153532,14966.544402179
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-ferrous metals","eta_fu",0.0249230608183846,0.266079393278897
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-metallic minerals","Final",53178.2004,45185.2226
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-metallic minerals","Useful",6102.6017072353,10549.8267642606
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Non-metallic minerals","eta_fu",0.1147575822674,0.233479579322923
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Paper, pulp and printing","Final",1778.4,8155.512
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Paper, pulp and printing","Useful",650.301054995898,2899.86256545769
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Paper, pulp and printing","eta_fu",0.365666360209119,0.355570878377433
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Rail","Final",156560.792328,22105.702778
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Rail","Useful",11588.80415456,10644.3799318333
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Rail","eta_fu",0.0740211133466997,0.481521896803336
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Residential","Final",395817.013305,606313.006307
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Residential","Useful",42529.5868208424,78135.3705205694
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Residential","eta_fu",0.107447596720838,0.128869692234519
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Road","Final",241670.14147,531375.363036
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Road","Useful",40416.692614541,102293.232968165
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Road","eta_fu",0.167239082034295,0.1925065407318
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Textile and leather","Final",61.1985,1370.448
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Textile and leather","Useful",16.7568563844374,470.597021983209
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Textile and leather","eta_fu",0.273811553950462,0.343389185130125
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Transport not elsewhere specified","Final",18490.1399504311,15245.6342037898
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Transport not elsewhere specified","Useful",1089.26327721292,4293.14804919887
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","Transport not elsewhere specified","eta_fu",0.0589104939244944,0.281598521374182
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Agriculture, forestry, and fishing","Final",73970.4940934237,109839.573221744
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Agriculture, forestry, and fishing","Useful",10962.3274232367,24928.3450493535
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Agriculture, forestry, and fishing","eta_fu",0.148198650794348,0.22695231161385
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Commercial and public services","Final",50672.8128033887,114268.842876147
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Commercial and public services","Useful",5312.41818412879,17553.8366717296
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Commercial and public services","eta_fu",0.104837641532572,0.153618748819884
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Energy industry own use","Final",41672.056752,151484.206264
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Energy industry own use","Useful",14629.3316480863,35492.7847701392
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Energy industry own use","eta_fu",0.351058545901605,0.234300232647911
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Final consumption not elsewhere specified","Final",32317.208,79377.7544
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Final consumption not elsewhere specified","Useful",3236.36156576437,9970.66024061514
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Final consumption not elsewhere specified","eta_fu",0.100143600454729,0.125610258390166
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Industry","Final",645702.895863444,965118.824767066
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Industry","Useful",111947.606031137,285359.484205033
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Industry","eta_fu",0.173373244487992,0.295672902529806
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Non-energy use","Final",41672.2795,252850.134198
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Non-energy use","Useful",39.7933579,239.3314473
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Non-energy use","eta_fu",0.000954911955320323,0.000946534784563674
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Residential","Final",395817.013305,606313.006307
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Residential","Useful",42529.5868208424,78135.3705205694
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Residential","eta_fu",0.107447596720838,0.128869692234519
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Transport","Final",424876.711628431,597535.34497179
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Transport","Useful",54494.3264308208,123094.498589506
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","Transport","eta_fu",0.128259151276989,0.206003711119912
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Agriculture, forestry, and fishing","Final",73970.4940934237,109839.573221744
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Agriculture, forestry, and fishing","Useful",10962.3274232367,24928.3450493535
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Agriculture, forestry, and fishing","eta_fu",0.148198650794348,0.22695231161385
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Commercial and public services","Final",50672.8128033887,114268.842876147
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Commercial and public services","Useful",5312.41818412879,17553.8366717296
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Commercial and public services","eta_fu",0.104837641532572,0.153618748819884
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Final consumption not elsewhere specified","Final",32317.208,79377.7544
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Final consumption not elsewhere specified","Useful",3236.36156576437,9970.66024061514
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Final consumption not elsewhere specified","eta_fu",0.100143600454729,0.125610258390166
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Industry","Final",645702.895863444,965118.824767066
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Industry","Useful",111947.606031137,285359.484205033
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Industry","eta_fu",0.173373244487992,0.295672902529806
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Non-energy use","Final",41672.2795,252850.134198
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Non-energy use","Useful",39.7933579,239.3314473
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Non-energy use","eta_fu",0.000954911955320323,0.000946534784563674
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Residential","Final",395817.013305,606313.006307
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Residential","Useful",42529.5868208424,78135.3705205694
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Residential","eta_fu",0.107447596720838,0.128869692234519
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Transport","Final",424876.711628431,597535.34497179
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Transport","Useful",54494.3264308208,123094.498589506
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","Transport","eta_fu",0.128259151276989,0.206003711119912
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Agriculture/forestry","Final",73970.4940934237,103813.368069744
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Agriculture/forestry","Useful",10962.3274232367,24194.9672525535
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Agriculture/forestry","eta_fu",0.148198650794348,0.233062154734243
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Chemical and petrochemical","Final",29037.32,54829.2608
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Chemical and petrochemical","Useful",1449.09041157243,21662.0736658621
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Chemical and petrochemical","eta_fu",0.0499044130647191,0.395082358393971
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Coal mines","Final",2192.4,9939.6
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Coal mines","Useful",164.546349119788,804.701447298596
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Coal mines","eta_fu",0.0750530692938277,0.080959137922914
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Commercial and public services","Final",50672.8128033887,114268.842876147
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Commercial and public services","Useful",5312.41818412879,17553.8366717296
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Commercial and public services","eta_fu",0.104837641532572,0.153618748819884
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Construction","Final",2966.4,10817.0156
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Construction","Useful",1172.28973714146,4435.44824637402
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Construction","eta_fu",0.395189366619962,0.410043621123559
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Domestic aviation","Final",7611.436,27254.402
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Domestic aviation","Useful",1250.82248471911,5283.54960469405
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Domestic aviation","eta_fu",0.164334625518641,0.193860412152652
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Domestic navigation","Final",544.20188,1331.042954
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Domestic navigation","Useful",148.743899787708,402.427835614781
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Domestic navigation","eta_fu",0.273324854716981,0.302340232075472
"World","PCM","X","Both","None","None","Specified","Specified","Gross","Final consumption not elsewhere specified","Final",32317.208,79377.7544
