"Country","Method","Energy.type","IEAMW","Chopped.mat","Chopped.var","Product.aggregation","Industry.aggregation","GrossNet","var","1971","2000"
"GHA","PCM","X","IEA","None","None","Grouped","Despecified","Net","EX.f",117697.40326,244515.545195
"GHA","PCM","X","IEA","None","None","Grouped","Despecified","Net","EX.u",15236.0803652187,54569.3191509464
"GHA","PCM","X","IEA","None","None","Grouped","Despecified","Net","eta_pf",0.861030176757263,0.850983106391836
"GHA","PCM","X","IEA","None","None","Grouped","Despecified","Net","eta_fu",0.129451287311423,0.223173210142642
"GHA","PCM","X","IEA","None","None","Grouped","Despecified","Net","eta_pu",0.11146146479521,0.189916631630624
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Gross","EX.p",42972.7260405851,57492.4739253674
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Gross","EX.f",21996.666267719,29657.2290030344
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Gross","EX.u",1581.43598627902,2115.66304179562
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Gross","eta_pf",0.511875049466132,0.515845413810741
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Gross","eta_fu",0.0718943483085816,0.0713371785873573
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Gross","eta_pu",0.0368009230967906,0.0367989564084861
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Net","EX.p",42972.7260405851,57492.4739253674
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Net","EX.f",21996.666267719,29657.2290030344
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Net","EX.u",1581.43598627902,2115.66304179562
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Net","eta_pf",0.511875049466132,0.515845413810741
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Net","eta_fu",0.0718943483085816,0.0713371785873573
"GHA","PCM","X","MW","None","None","Grouped","Despecified","Net","eta_pu",0.0368009230967906,0.0367989564084861
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Gross","EX.p",179666.429045585,344825.493063367
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Gross","EX.f",140648.878279719,275481.724462034
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Gross","EX.u",16894.4630598866,56836.1965024529
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Gross","eta_pf",0.782833381989428,0.798901850366991
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Gross","eta_fu",0.120118007811533,0.206315669808745
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Gross","eta_pu",0.0940323862929346,0.164825970369912
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Net","EX.p",179666.429045585,344825.493063367
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Net","EX.f",139694.069527719,274172.774198034
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Net","EX.u",16817.5163514978,56684.982192742
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Net","eta_pf",0.777519040534143,0.795105871559359
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Net","eta_fu",0.120388191197771,0.206749128751196
"GHA","PCM","X","Both","None","None","Grouped","Despecified","Net","eta_pu",0.0936041109117319,0.164387446209858
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Gross","EX.p",136693.703005,287333.019138
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Gross","EX.f",118652.212012,245824.495459
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Gross","EX.u",15313.0270736076,54720.5334606572
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Gross","eta_pf",0.86801520043436,0.855538622732863
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Gross","eta_fu",0.129058083401419,0.222600003138352
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Gross","eta_pu",0.112024378131357,0.190442900105317
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Net","EX.p",136693.703005,287333.019138
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Net","EX.f",117697.40326,244515.545195
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Net","EX.u",15236.0803652187,54569.3191509464
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Net","eta_pf",0.861030176757263,0.850983106391836
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Net","eta_fu",0.129451287311424,0.223173210142642
"GHA","PCM","X","IEA","None","None","Despecified","Grouped","Net","eta_pu",0.11146146479521,0.189916631630623
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Gross","EX.p",42972.7260405851,57492.4739253674
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Gross","EX.f",21996.666267719,29657.2290030344
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Gross","EX.u",1581.43598627902,2115.66304179562
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Gross","eta_pf",0.511875049466132,0.515845413810741
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Gross","eta_fu",0.0718943483085816,0.0713371785873573
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Gross","eta_pu",0.0368009230967906,0.0367989564084861
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Net","EX.p",42972.7260405851,57492.4739253674
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Net","EX.f",21996.666267719,29657.2290030344
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Net","EX.u",1581.43598627902,2115.66304179562
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Net","eta_pf",0.511875049466132,0.515845413810741
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Net","eta_fu",0.0718943483085816,0.0713371785873573
"GHA","PCM","X","MW","None","None","Despecified","Grouped","Net","eta_pu",0.0368009230967906,0.0367989564084861
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Gross","EX.p",179666.429045585,344825.493063367
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Gross","EX.f",140648.878279719,275481.724462034
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Gross","EX.u",16894.4630598866,56836.1965024529
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Gross","eta_pf",0.782833381989428,0.798901850366991
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Gross","eta_fu",0.120118007811533,0.206315669808745
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Gross","eta_pu",0.0940323862929346,0.164825970369912
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Net","EX.p",179666.429045585,344825.493063367
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Net","EX.f",139694.069527719,274172.774198034
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Net","EX.u",16817.5163514978,56684.982192742
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Net","eta_pf",0.777519040534143,0.795105871559359
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Net","eta_fu",0.120388191197771,0.206749128751196
"GHA","PCM","X","Both","None","None","Despecified","Grouped","Net","eta_pu",0.0936041109117319,0.164387446209858
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Gross","EX.p",136693.703005,287333.019138
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Gross","EX.f",118652.212012,245824.495459
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Gross","EX.u",15313.0270736076,54720.5334606573
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Gross","eta_pf",0.86801520043436,0.855538622732864
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Gross","eta_fu",0.129058083401419,0.222600003138352
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Gross","eta_pu",0.112024378131357,0.190442900105317
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Net","EX.p",136693.703005,287333.019138
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Net","EX.f",117697.40326,244515.545195
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Net","EX.u",15236.0803652187,54569.3191509464
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Net","eta_pf",0.861030176757263,0.850983106391836
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Net","eta_fu",0.129451287311423,0.223173210142642
"GHA","PCM","X","IEA","None","None","Grouped","Grouped","Net","eta_pu",0.11146146479521,0.189916631630624
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Gross","EX.p",42972.7260405851,57492.4739253674
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Gross","EX.f",21996.666267719,29657.2290030344
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Gross","EX.u",1581.43598627902,2115.66304179562
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Gross","eta_pf",0.511875049466132,0.515845413810741
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Gross","eta_fu",0.0718943483085816,0.0713371785873573
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Gross","eta_pu",0.0368009230967906,0.0367989564084861
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Net","EX.p",42972.7260405851,57492.4739253674
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Net","EX.f",21996.666267719,29657.2290030344
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Net","EX.u",1581.43598627902,2115.66304179562
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Net","eta_pf",0.511875049466132,0.515845413810741
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Net","eta_fu",0.0718943483085816,0.0713371785873573
"GHA","PCM","X","MW","None","None","Grouped","Grouped","Net","eta_pu",0.0368009230967906,0.0367989564084861
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Gross","EX.p",179666.429045585,344825.493063367
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Gross","EX.f",140648.878279719,275481.724462034
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Gross","EX.u",16894.4630598866,56836.1965024529
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Gross","eta_pf",0.782833381989428,0.798901850366991
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Gross","eta_fu",0.120118007811533,0.206315669808745
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Gross","eta_pu",0.0940323862929346,0.164825970369912
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Net","EX.p",179666.429045585,344825.493063367
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Net","EX.f",139694.069527719,274172.774198034
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Net","EX.u",16817.5163514978,56684.982192742
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Net","eta_pf",0.777519040534143,0.795105871559359
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Net","eta_fu",0.120388191197771,0.206749128751196
"GHA","PCM","X","Both","None","None","Grouped","Grouped","Net","eta_pu",0.0936041109117319,0.164387446209858
"World","PCM","X","Both","None","None","Specified","Specified","Gross","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Specified","Specified","Gross","EX.f",1706701.47194569,2876787.68700575
"World","PCM","X","Both","None","None","Specified","Specified","Gross","EX.u",243077.506131368,574671.104415302
"World","PCM","X","Both","None","None","Specified","Specified","Gross","eta_pf",0.736249702163394,0.542558705154546
"World","PCM","X","Both","None","None","Specified","Specified","Gross","eta_fu",0.142425321666977,0.199761389069848
"World","PCM","X","Both","None","None","Specified","Specified","Gross","eta_pu",0.104860600657837,0.10838228059361
"World","PCM","X","Both","None","None","Specified","Specified","Net","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Specified","Specified","Net","EX.f",1665029.41519369,2725303.48074175
"World","PCM","X","Both","None","None","Specified","Specified","Net","EX.u",228448.174483281,539178.319645163
"World","PCM","X","Both","None","None","Specified","Specified","Net","eta_pf",0.718272897270141,0.513988965658927
"World","PCM","X","Both","None","None","Specified","Specified","Net","eta_fu",0.137203686853008,0.197841570105952
"World","PCM","X","Both","None","None","Specified","Specified","Net","eta_pu",0.098549689672055,0.101688383983096
"World","PCM","X","IEA","None","None","Specified","Specified","Gross","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Specified","Specified","Gross","EX.f",1630764.671612,2799567.364759
"World","PCM","X","IEA","None","None","Specified","Specified","Gross","EX.u",238081.128980557,569345.275700184
"World","PCM","X","IEA","None","None","Specified","Specified","Gross","eta_pf",0.75404367854818,0.543840988448811
"World","PCM","X","IEA","None","None","Specified","Specified","Gross","eta_fu",0.145993553285169,0.203369021537796
"World","PCM","X","IEA","None","None","Specified","Specified","Gross","eta_pu",0.110085515963468,0.110600409692982
"World","PCM","X","IEA","None","None","Specified","Specified","Net","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Specified","Specified","Net","EX.f",1589092.61486,2648083.158495
"World","PCM","X","IEA","None","None","Specified","Specified","Net","EX.u",223451.797332471,533852.490930044
"World","PCM","X","IEA","None","None","Specified","Specified","Net","eta_pf",0.734775079275126,0.514413827128801
"World","PCM","X","IEA","None","None","Specified","Specified","Net","eta_fu",0.14061596866219,0.201599594490625
"World","PCM","X","IEA","None","None","Specified","Specified","Net","eta_pu",0.103321109521109,0.103705618949537
"World","PCM","X","MW","None","None","Specified","Specified","Gross","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Specified","Specified","Gross","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Specified","Specified","Gross","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Specified","Specified","Gross","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Specified","Specified","Gross","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Specified","Specified","Gross","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","MW","None","None","Specified","Specified","Net","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Specified","Specified","Net","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Specified","Specified","Net","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Specified","Specified","Net","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Specified","Specified","Net","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Specified","Specified","Net","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","Both","None","None","Despecified","Despecified","Gross","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Despecified","Despecified","Gross","EX.f",1706701.47194569,2876787.68700575
"World","PCM","X","Both","None","None","Despecified","Despecified","Gross","EX.u",243077.506131368,574671.104415302
"World","PCM","X","Both","None","None","Despecified","Despecified","Gross","eta_pf",0.736249702163394,0.542558705154546
"World","PCM","X","Both","None","None","Despecified","Despecified","Gross","eta_fu",0.142425321666977,0.199761389069848
"World","PCM","X","Both","None","None","Despecified","Despecified","Gross","eta_pu",0.104860600657837,0.10838228059361
"World","PCM","X","Both","None","None","Despecified","Despecified","Net","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Despecified","Despecified","Net","EX.f",1665029.41519369,2725303.48074175
"World","PCM","X","Both","None","None","Despecified","Despecified","Net","EX.u",228448.174483281,539178.319645163
"World","PCM","X","Both","None","None","Despecified","Despecified","Net","eta_pf",0.718272897270141,0.513988965658927
"World","PCM","X","Both","None","None","Despecified","Despecified","Net","eta_fu",0.137203686853008,0.197841570105952
"World","PCM","X","Both","None","None","Despecified","Despecified","Net","eta_pu",0.098549689672055,0.101688383983096
"World","PCM","X","IEA","None","None","Despecified","Despecified","Gross","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Despecified","Despecified","Gross","EX.f",1630764.671612,2799567.364759
"World","PCM","X","IEA","None","None","Despecified","Despecified","Gross","EX.u",238081.128980557,569345.275700184
"World","PCM","X","IEA","None","None","Despecified","Despecified","Gross","eta_pf",0.75404367854818,0.543840988448811
"World","PCM","X","IEA","None","None","Despecified","Despecified","Gross","eta_fu",0.145993553285169,0.203369021537796
"World","PCM","X","IEA","None","None","Despecified","Despecified","Gross","eta_pu",0.110085515963468,0.110600409692982
"World","PCM","X","IEA","None","None","Despecified","Despecified","Net","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Despecified","Despecified","Net","EX.f",1589092.61486,2648083.158495
"World","PCM","X","IEA","None","None","Despecified","Despecified","Net","EX.u",223451.797332471,533852.490930045
"World","PCM","X","IEA","None","None","Despecified","Despecified","Net","eta_pf",0.734775079275126,0.514413827128801
"World","PCM","X","IEA","None","None","Despecified","Despecified","Net","eta_fu",0.14061596866219,0.201599594490625
"World","PCM","X","IEA","None","None","Despecified","Despecified","Net","eta_pu",0.103321109521109,0.103705618949537
"World","PCM","X","MW","None","None","Despecified","Despecified","Gross","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Despecified","Despecified","Gross","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Despecified","Despecified","Gross","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Despecified","Despecified","Gross","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Despecified","Despecified","Gross","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Despecified","Despecified","Gross","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","MW","None","None","Despecified","Despecified","Net","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Despecified","Despecified","Net","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Despecified","Despecified","Net","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Despecified","Despecified","Net","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Despecified","Despecified","Net","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Despecified","Despecified","Net","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","EX.f",1706701.47194569,2876787.68700575
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","EX.u",243077.506131368,574671.104415302
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","eta_pf",0.736249702163395,0.542558705154547
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","eta_fu",0.142425321666977,0.199761389069848
"World","PCM","X","Both","None","None","Grouped","Despecified","Gross","eta_pu",0.104860600657837,0.10838228059361
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","EX.f",1665029.41519369,2725303.48074175
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","EX.u",228448.174483281,539178.319645163
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","eta_pf",0.718272897270141,0.513988965658927
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","eta_fu",0.137203686853008,0.197841570105952
"World","PCM","X","Both","None","None","Grouped","Despecified","Net","eta_pu",0.0985496896720551,0.101688383983096
"World","PCM","X","IEA","None","None","Grouped","Despecified","Gross","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Grouped","Despecified","Gross","EX.f",1630764.671612,2799567.364759
"World","PCM","X","IEA","None","None","Grouped","Despecified","Gross","EX.u",238081.128980557,569345.275700184
"World","PCM","X","IEA","None","None","Grouped","Despecified","Gross","eta_pf",0.754043678548181,0.543840988448811
"World","PCM","X","IEA","None","None","Grouped","Despecified","Gross","eta_fu",0.145993553285169,0.203369021537796
"World","PCM","X","IEA","None","None","Grouped","Despecified","Gross","eta_pu",0.110085515963468,0.110600409692982
"World","PCM","X","IEA","None","None","Grouped","Despecified","Net","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Grouped","Despecified","Net","EX.f",1589092.61486,2648083.158495
"World","PCM","X","IEA","None","None","Grouped","Despecified","Net","EX.u",223451.797332471,533852.490930044
"World","PCM","X","IEA","None","None","Grouped","Despecified","Net","eta_pf",0.734775079275126,0.514413827128801
"World","PCM","X","IEA","None","None","Grouped","Despecified","Net","eta_fu",0.14061596866219,0.201599594490625
"World","PCM","X","IEA","None","None","Grouped","Despecified","Net","eta_pu",0.103321109521109,0.103705618949537
"World","PCM","X","MW","None","None","Grouped","Despecified","Gross","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Grouped","Despecified","Gross","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Grouped","Despecified","Gross","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Grouped","Despecified","Gross","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Grouped","Despecified","Gross","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Grouped","Despecified","Gross","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","MW","None","None","Grouped","Despecified","Net","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Grouped","Despecified","Net","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Grouped","Despecified","Net","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Grouped","Despecified","Net","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Grouped","Despecified","Net","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Grouped","Despecified","Net","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","EX.f",1706701.47194569,2876787.68700575
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","EX.u",243077.506131368,574671.104415302
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","eta_pf",0.736249702163394,0.542558705154546
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","eta_fu",0.142425321666977,0.199761389069848
"World","PCM","X","Both","None","None","Despecified","Grouped","Gross","eta_pu",0.104860600657837,0.10838228059361
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","EX.f",1665029.41519369,2725303.48074175
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","EX.u",228448.174483281,539178.319645163
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","eta_pf",0.718272897270141,0.513988965658927
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","eta_fu",0.137203686853008,0.197841570105952
"World","PCM","X","Both","None","None","Despecified","Grouped","Net","eta_pu",0.098549689672055,0.101688383983096
"World","PCM","X","IEA","None","None","Despecified","Grouped","Gross","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Despecified","Grouped","Gross","EX.f",1630764.671612,2799567.364759
"World","PCM","X","IEA","None","None","Despecified","Grouped","Gross","EX.u",238081.128980557,569345.275700184
"World","PCM","X","IEA","None","None","Despecified","Grouped","Gross","eta_pf",0.75404367854818,0.543840988448811
"World","PCM","X","IEA","None","None","Despecified","Grouped","Gross","eta_fu",0.145993553285169,0.203369021537796
"World","PCM","X","IEA","None","None","Despecified","Grouped","Gross","eta_pu",0.110085515963468,0.110600409692982
"World","PCM","X","IEA","None","None","Despecified","Grouped","Net","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Despecified","Grouped","Net","EX.f",1589092.61486,2648083.158495
"World","PCM","X","IEA","None","None","Despecified","Grouped","Net","EX.u",223451.797332471,533852.490930045
"World","PCM","X","IEA","None","None","Despecified","Grouped","Net","eta_pf",0.734775079275126,0.514413827128801
"World","PCM","X","IEA","None","None","Despecified","Grouped","Net","eta_fu",0.14061596866219,0.201599594490625
"World","PCM","X","IEA","None","None","Despecified","Grouped","Net","eta_pu",0.103321109521109,0.103705618949537
"World","PCM","X","MW","None","None","Despecified","Grouped","Gross","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Despecified","Grouped","Gross","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Despecified","Grouped","Gross","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Despecified","Grouped","Gross","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Despecified","Grouped","Gross","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Despecified","Grouped","Gross","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","MW","None","None","Despecified","Grouped","Net","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Despecified","Grouped","Net","EX.f",75936.800333688,77220.3222467466
"World","PCM","X","MW","None","None","Despecified","Grouped","Net","EX.u",4996.3771508106,5325.82871511828
"World","PCM","X","MW","None","None","Despecified","Grouped","Net","eta_pf",0.488626050329878,0.499832361323984
"World","PCM","X","MW","None","None","Despecified","Grouped","Net","eta_fu",0.0657965193273234,0.0689692630147327
"World","PCM","X","MW","None","None","Despecified","Grouped","Net","eta_pu",0.0321498933643635,0.0344730695914288
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","EX.f",1706701.47194569,2876787.68700575
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","EX.u",243077.506131368,574671.104415302
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","eta_pf",0.736249702163395,0.542558705154547
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","eta_fu",0.142425321666977,0.199761389069848
"World","PCM","X","Both","None","None","Grouped","Grouped","Gross","eta_pu",0.104860600657837,0.10838228059361
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","EX.p",2318101.40897948,5302260.67644846
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","EX.f",1665029.41519369,2725303.48074175
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","EX.u",228448.174483281,539178.319645163
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","eta_pf",0.718272897270141,0.513988965658927
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","eta_fu",0.137203686853008,0.197841570105952
"World","PCM","X","Both","None","None","Grouped","Grouped","Net","eta_pu",0.098549689672055,0.101688383983096
"World","PCM","X","IEA","None","None","Grouped","Grouped","Gross","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Grouped","Grouped","Gross","EX.f",1630764.671612,2799567.364759
"World","PCM","X","IEA","None","None","Grouped","Grouped","Gross","EX.u",238081.128980557,569345.275700184
"World","PCM","X","IEA","None","None","Grouped","Grouped","Gross","eta_pf",0.754043678548181,0.543840988448811
"World","PCM","X","IEA","None","None","Grouped","Grouped","Gross","eta_fu",0.145993553285169,0.203369021537796
"World","PCM","X","IEA","None","None","Grouped","Grouped","Gross","eta_pu",0.110085515963468,0.110600409692982
"World","PCM","X","IEA","None","None","Grouped","Grouped","Net","EX.p",2162692.584005,5147768.234138
"World","PCM","X","IEA","None","None","Grouped","Grouped","Net","EX.f",1589092.61486,2648083.158495
"World","PCM","X","IEA","None","None","Grouped","Grouped","Net","EX.u",223451.797332471,533852.490930044
"World","PCM","X","IEA","None","None","Grouped","Grouped","Net","eta_pf",0.734775079275126,0.514413827128801
"World","PCM","X","IEA","None","None","Grouped","Grouped","Net","eta_fu",0.14061596866219,0.201599594490625
"World","PCM","X","IEA","None","None","Grouped","Grouped","Net","eta_pu",0.103321109521109,0.103705618949537
"World","PCM","X","MW","None","None","Grouped","Grouped","Gross","EX.p",155408.824974481,154492.44231046
"World","PCM","X","MW","None","None","Grouped","Grouped","Gross","EX.f",75936.800333688,77220.3222467466
